+2.79300000E-03,+2.79300000E-03,+2.79900000E-03,+2.66100000E-03,+2.77700000E-03,+2.80400000E-03,+2.78200000E-03,+2.80400000E-03,+2.90800000E-03,+2.78800000E-03,+2.72700000E-03,+2.71100000E-03,+2.78200000E-03,+2.77100000E-03,+2.77700000E-03,+2.78200000E-03,+2.28300000E-03,+2.56300000E-03,+2.66700000E-03,+2.78800000E-03,+2.77700000E-03,+2.77700000E-03,+2.79300000E-03,+2.77100000E-03,+2.57400000E-03,+2.75500000E-03,+2.76600000E-03,+2.76600000E-03,+2.77700000E-03,+2.77100000E-03,+2.88600000E-03,+2.71100000E-03,+2.38200000E-03,+2.57400000E-03,+2.77100000E-03,+2.79900000E-03,+2.77700000E-03,+2.78800000E-03,+2.79300000E-03,+2.67200000E-03,+2.78200000E-03,+2.88100000E-03,+2.80400000E-03,+2.77700000E-03,+2.75500000E-03,+2.77100000E-03,+2.65000000E-03,+2.74900000E-03,+2.77700000E-03,+2.34900000E-03
+2.57900000E-03,+2.78800000E-03,+2.79300000E-03,+2.72200000E-03,+2.67800000E-03,+2.77700000E-03,+2.78800000E-03,+2.79900000E-03,+2.79300000E-03,+2.79300000E-03,+2.77100000E-03,+2.68900000E-03,+2.81000000E-03,+2.77700000E-03,+2.78200000E-03,+2.77100000E-03,+2.40900000E-03,+2.62800000E-03,+2.78200000E-03,+2.80400000E-03,+2.77700000E-03,+2.85300000E-03,+2.79300000E-03,+2.76600000E-03,+2.78800000E-03,+2.81000000E-03,+2.77700000E-03,+2.77700000E-03,+2.79300000E-03,+2.79900000E-03,+2.84800000E-03,+2.82100000E-03,+2.71100000E-03,+2.58500000E-03,+2.76600000E-03,+2.78800000E-03,+2.74900000E-03,+2.77700000E-03,+2.78800000E-03,+2.68300000E-03,+2.79300000E-03,+2.81000000E-03,+2.80400000E-03,+2.78200000E-03,+2.75500000E-03,+2.76600000E-03,+2.76000000E-03,+2.67200000E-03,+2.78200000E-03,+2.53500000E-03
+2.60100000E-03,+2.90800000E-03,+2.81500000E-03,+2.78200000E-03,+2.67800000E-03,+2.78800000E-03,+2.78200000E-03,+2.78200000E-03,+2.85300000E-03,+2.81000000E-03,+2.81000000E-03,+2.72200000E-03,+2.78200000E-03,+2.77100000E-03,+2.77700000E-03,+2.77100000E-03,+2.64500000E-03,+2.56800000E-03,+2.74900000E-03,+2.68900000E-03,+2.76600000E-03,+2.76000000E-03,+2.81000000E-03,+2.79900000E-03,+2.80400000E-03,+2.76600000E-03,+2.77700000E-03,+2.74900000E-03,+2.78800000E-03,+2.78200000E-03,+2.79300000E-03,+2.83200000E-03,+2.90300000E-03,+2.58500000E-03,+2.78800000E-03,+2.81500000E-03,+3.05600000E-03,+2.76600000E-03,+2.78200000E-03,+2.77700000E-03,+2.68900000E-03,+2.88100000E-03,+2.82600000E-03,+2.81000000E-03,+2.78200000E-03,+2.78800000E-03,+2.79300000E-03,+2.65600000E-03,+2.78800000E-03,+2.77700000E-03
+2.61200000E-03,+2.82100000E-03,+2.81000000E-03,+2.77700000E-03,+2.67800000E-03,+2.78800000E-03,+2.83200000E-03,+2.79900000E-03,+2.78200000E-03,+2.81500000E-03,+2.81500000E-03,+2.77100000E-03,+2.67800000E-03,+2.78200000E-03,+2.77100000E-03,+2.77700000E-03,+2.83700000E-03,+2.57900000E-03,+2.77700000E-03,+2.67800000E-03,+2.78200000E-03,+2.77700000E-03,+2.90300000E-03,+2.79300000E-03,+2.80400000E-03,+2.77700000E-03,+2.70000000E-03,+2.76600000E-03,+2.79900000E-03,+2.80400000E-03,+2.77100000E-03,+2.82100000E-03,+2.89200000E-03,+2.66700000E-03,+2.76600000E-03,+2.78200000E-03,+2.78800000E-03,+2.77100000E-03,+2.79900000E-03,+2.78200000E-03,+2.70500000E-03,+2.78200000E-03,+2.81000000E-03,+2.79900000E-03,+2.77100000E-03,+2.76000000E-03,+2.83700000E-03,+2.66700000E-03,+2.79300000E-03,+2.94700000E-03
+2.59600000E-03,+2.80400000E-03,+2.80400000E-03,+2.78200000E-03,+2.76600000E-03,+2.67800000E-03,+2.79300000E-03,+2.79300000E-03,+2.76600000E-03,+2.81000000E-03,+2.77700000E-03,+2.78200000E-03,+2.84200000E-03,+2.77700000E-03,+2.79900000E-03,+2.79300000E-03,+2.77700000E-03,+2.78200000E-03,+2.78800000E-03,+2.80400000E-03,+2.81500000E-03,+2.77100000E-03,+2.75500000E-03,+2.77700000E-03,+2.77700000E-03,+2.16800000E-03,+2.78800000E-03,+2.81000000E-03,+2.79300000E-03,+2.76600000E-03,+2.77700000E-03,+2.79300000E-03,+2.77700000E-03,+2.68900000E-03,+3.02900000E-03,+2.65600000E-03,+2.78800000E-03,+2.79300000E-03,+2.78200000E-03,+2.77700000E-03,+2.65000000E-03,+2.77100000E-03,+2.75500000E-03,+2.74400000E-03,+2.80400000E-03,+2.80400000E-03,+2.76000000E-03,+2.68300000E-03,+2.81000000E-03,+2.78800000E-03
+2.80400000E-03,+3.00200000E-03,+2.65000000E-03,+2.76600000E-03,+2.77700000E-03,+2.67200000E-03,+2.78800000E-03,+2.79900000E-03,+2.80400000E-03,+2.72200000E-03,+2.72700000E-03,+2.77700000E-03,+2.73800000E-03,+2.78800000E-03,+2.79300000E-03,+2.76600000E-03,+2.79900000E-03,+2.91400000E-03,+2.78800000E-03,+2.77700000E-03,+2.76000000E-03,+2.78200000E-03,+2.76600000E-03,+2.76000000E-03,+2.77700000E-03,+2.65000000E-03,+2.58500000E-03,+2.81000000E-03,+2.81500000E-03,+2.78800000E-03,+2.78800000E-03,+2.81500000E-03,+2.75500000E-03,+2.66700000E-03,+3.01300000E-03,+2.72700000E-03,+2.79900000E-03,+2.80400000E-03,+2.79300000E-03,+2.78200000E-03,+2.66700000E-03,+2.78800000E-03,+2.56800000E-03,+2.66700000E-03,+2.78800000E-03,+2.78200000E-03,+2.76000000E-03,+2.88100000E-03,+2.68300000E-03,+2.77700000E-03
+2.78800000E-03,+3.04000000E-03,+2.74900000E-03,+2.77700000E-03,+2.78200000E-03,+2.67200000E-03,+2.79900000E-03,+2.82100000E-03,+2.81500000E-03,+2.54600000E-03,+2.68900000E-03,+2.79300000E-03,+2.79900000E-03,+2.80400000E-03,+2.81500000E-03,+2.80400000E-03,+2.78200000E-03,+2.76000000E-03,+2.68300000E-03,+2.73300000E-03,+2.76600000E-03,+2.77700000E-03,+2.78200000E-03,+2.78200000E-03,+2.79300000E-03,+2.48000000E-03,+2.54600000E-03,+2.78200000E-03,+2.79900000E-03,+2.76600000E-03,+2.76600000E-03,+2.78800000E-03,+3.05600000E-03,+2.67200000E-03,+3.03500000E-03,+2.76600000E-03,+2.78200000E-03,+2.78200000E-03,+2.77700000E-03,+2.77100000E-03,+2.76600000E-03,+2.65000000E-03,+2.40900000E-03,+2.61200000E-03,+2.77700000E-03,+2.78200000E-03,+2.77100000E-03,+2.80400000E-03,+2.67800000E-03,+2.81000000E-03
+2.80400000E-03,+2.93000000E-03,+2.85300000E-03,+2.77100000E-03,+2.76600000E-03,+2.65000000E-03,+2.78800000E-03,+2.76000000E-03,+2.78800000E-03,+2.36500000E-03,+2.61800000E-03,+2.77100000E-03,+2.79900000E-03,+2.67200000E-03,+2.78200000E-03,+2.78200000E-03,+2.34900000E-03,+2.88100000E-03,+2.79300000E-03,+2.66100000E-03,+2.74400000E-03,+2.77700000E-03,+2.78200000E-03,+2.76000000E-03,+2.77700000E-03,+2.33800000E-03,+2.48600000E-03,+2.79900000E-03,+2.82100000E-03,+2.78800000E-03,+2.79300000E-03,+2.78800000E-03,+2.79300000E-03,+2.79300000E-03,+2.79300000E-03,+2.80400000E-03,+2.81000000E-03,+2.83200000E-03,+2.79900000E-03,+2.78200000E-03,+2.76000000E-03,+2.65000000E-03,+2.28800000E-03,+2.59600000E-03,+2.81500000E-03,+2.82600000E-03,+2.80400000E-03,+2.78200000E-03,+2.68900000E-03,+2.79900000E-03
+2.79300000E-03,+2.83700000E-03,+2.79900000E-03,+2.76600000E-03,+2.76600000E-03,+2.77100000E-03,+2.66700000E-03,+2.74900000E-03,+2.79300000E-03,+2.32100000E-03,+2.59000000E-03,+2.77100000E-03,+2.79300000E-03,+2.77100000E-03,+2.77700000E-03,+2.78800000E-03,+2.38700000E-03,+2.60700000E-03,+2.78800000E-03,+2.67200000E-03,+2.75500000E-03,+2.77100000E-03,+2.77100000E-03,+2.76000000E-03,+2.76600000E-03,+2.30500000E-03,+2.60700000E-03,+2.67800000E-03,+2.79300000E-03,+2.77700000E-03,+2.77700000E-03,+2.77100000E-03,+2.84200000E-03,+2.78800000E-03,+2.68900000E-03,+2.79300000E-03,+2.79300000E-03,+2.79300000E-03,+2.81000000E-03,+2.78200000E-03,+2.76600000E-03,+2.65000000E-03,+2.39300000E-03,+2.56800000E-03,+2.77100000E-03,+2.79300000E-03,+2.77700000E-03,+2.75500000E-03,+2.81000000E-03,+2.69400000E-03
+2.80400000E-03,+2.81500000E-03,+2.80400000E-03,+2.79900000E-03,+2.78200000E-03,+2.78200000E-03,+2.67800000E-03,+2.78200000E-03,+2.79900000E-03,+2.44700000E-03,+2.61800000E-03,+2.78800000E-03,+2.79900000E-03,+2.66700000E-03,+2.76600000E-03,+2.79300000E-03,+2.73300000E-03,+2.63400000E-03,+2.81000000E-03,+2.68900000E-03,+2.78200000E-03,+2.79300000E-03,+2.89700000E-03,+2.76600000E-03,+2.79900000E-03,+2.79300000E-03,+2.79300000E-03,+2.79300000E-03,+2.79900000E-03,+2.79900000E-03,+2.77100000E-03,+2.99100000E-03,+2.66100000E-03,+2.77100000E-03,+2.71100000E-03,+2.82100000E-03,+2.71100000E-03,+2.80400000E-03,+2.70000000E-03,+2.79300000E-03,+3.08900000E-03,+3.03500000E-03,+2.59600000E-03,+2.78200000E-03,+2.76600000E-03,+2.84200000E-03,+2.67200000E-03,+2.79900000E-03,+2.28300000E-03,+2.60100000E-03
