+3.93644150E-01,+4.16694960E-01,+3.47504090E-01,+3.69477840E-01,+3.74014290E-01,+3.35471940E-01,+3.21235180E-01,+3.44072130E-01,+3.32591690E-01,+3.39266950E-01,+3.18524930E-01,+3.31786620E-01,+3.31244800E-01,+4.30309850E-01,+3.58163030E-01,+3.14512750E-01,+3.17182420E-01,+3.94646640E-01,+3.56269880E-01,+3.13445540E-01,+3.26200520E-01,+3.27613220E-01,+4.11187820E-01,+3.27929110E-01,+3.46393010E-01,+3.18334090E-01,+3.36416320E-01,+3.12251110E-01,+3.23704120E-01,+3.25889020E-01,+3.44554730E-01,+3.13861240E-01,+3.89860120E-01,+3.26575630E-01,+3.32378910E-01,+3.03669570E-01,+3.52631730E-01,+3.09967520E-01,+3.17837230E-01,+3.06295370E-01,+3.08653530E-01,+3.60782230E-01,+3.28479710E-01,+3.05465070E-01,+2.87674600E-01,+3.51608390E-01,+3.53084710E-01,+3.17092480E-01,+2.91885290E-01,+2.93810240E-01,+3.18317630E-01,+3.26008570E-01,+2.96732180E-01,+2.88667220E-01,+3.22871630E-01,+3.83745310E-01,+3.07120180E-01,+2.90856480E-01,+2.96157440E-01,+4.00798720E-01,+3.59298240E-01,+2.90978220E-01,+3.03887840E-01,+3.24815200E-01,+3.77548270E-01,+3.12958560E-01,+3.12384920E-01,+3.23570310E-01,+3.19434200E-01,+3.03275810E-01,+3.07919760E-01,+3.96034120E-01,+3.33107200E-01,+3.04261860E-01,+3.12104130E-01,+4.14072460E-01,+3.54722270E-01,+3.31894110E-01,+3.35175800E-01,+3.03137610E-01,+3.11260680E-01,+3.28814240E-01,+3.05750250E-01,+3.13298570E-01,+3.15377060E-01,+3.72598300E-01,+3.09623120E-01,+3.10196760E-01,+3.23682180E-01,+3.60815140E-01,+3.06820750E-01,+2.92429320E-01,+3.11895740E-01,+3.26461560E-01,+3.60895210E-01,+3.09513440E-01,+3.52524240E-01,+3.37881670E-01,+3.68033330E-01,+3.66748940E-01
+3.83100380E-01,+3.90702470E-01,+3.91809170E-01,+3.20181130E-01,+3.07478840E-01,+3.25383380E-01,+3.03360270E-01,+3.13810790E-01,+3.67759120E-01,+3.30588900E-01,+3.08709470E-01,+2.90729240E-01,+3.36920850E-01,+3.36395480E-01,+3.18496410E-01,+3.06242720E-01,+3.06683640E-01,+3.49356620E-01,+3.30086550E-01,+3.29716920E-01,+3.03405230E-01,+3.22582070E-01,+3.88732580E-01,+3.07394380E-01,+2.88369980E-01,+3.00005090E-01,+3.50015810E-01,+3.44957260E-01,+3.33135710E-01,+2.99153960E-01,+3.25648810E-01,+3.39873500E-01,+3.21027880E-01,+2.99174800E-01,+3.19059080E-01,+3.21367890E-01,+3.62945170E-01,+3.05370750E-01,+3.18149820E-01,+3.16362000E-01,+3.11849670E-01,+3.59823610E-01,+3.17864650E-01,+3.19502200E-01,+2.95621100E-01,+3.55469200E-01,+3.23747990E-01,+3.19980410E-01,+2.95301920E-01,+3.01529670E-01,+4.17440800E-01,+3.56222720E-01,+3.40575460E-01,+3.90303230E-01,+3.05751350E-01,+3.21296600E-01,+3.16045020E-01,+3.26155550E-01,+3.15021690E-01,+3.26014060E-01,+3.67899520E-01,+3.39703490E-01,+3.21635520E-01,+4.46060210E-01,+3.19730340E-01,+3.03002700E-01,+3.14457910E-01,+3.39389800E-01,+3.33606250E-01,+3.16786470E-01,+3.12744680E-01,+3.52431010E-01,+3.30231330E-01,+3.16228190E-01,+3.17881100E-01,+3.62904580E-01,+3.28640940E-01,+3.36770590E-01,+2.89237570E-01,+3.48416640E-01,+3.33691800E-01,+3.54728850E-01,+3.03435950E-01,+3.24522350E-01,+4.16188230E-01,+4.16813410E-01,+3.98120270E-01,+4.05928550E-01,+4.55602570E-01,+5.04231310E-01,+4.02454920E-01,+4.24913480E-01,+4.11995080E-01,+3.56934590E-01,+3.20302880E-01,+3.16753570E-01,+4.01679470E-01,+4.74244190E-01,+3.93523500E-01,+3.20989490E-01
+3.38011090E-01,+3.13932530E-01,+3.30396950E-01,+3.91642450E-01,+3.95948570E-01,+3.47403180E-01,+3.59731480E-01,+3.40199250E-01,+3.61182570E-01,+3.28975470E-01,+3.23876320E-01,+3.09665900E-01,+3.40880380E-01,+4.18013340E-01,+3.22928670E-01,+3.17376560E-01,+3.19742400E-01,+3.33378110E-01,+3.33080870E-01,+3.26373810E-01,+3.35384200E-01,+3.47687260E-01,+3.87263910E-01,+3.27095520E-01,+2.89972440E-01,+3.06105620E-01,+3.61815440E-01,+3.96608860E-01,+3.06233950E-01,+3.29618210E-01,+3.22658850E-01,+3.44595310E-01,+3.08991350E-01,+3.06756030E-01,+3.05816060E-01,+3.88694190E-01,+3.14456810E-01,+3.16711890E-01,+3.09130650E-01,+4.10311460E-01,+3.22572200E-01,+3.18935140E-01,+3.90671760E-01,+3.31254670E-01,+3.13508060E-01,+3.07486520E-01,+3.72974510E-01,+3.47881400E-01,+3.17331590E-01,+3.22126890E-01,+3.47262790E-01,+3.68761620E-01,+3.38277620E-01,+3.25666360E-01,+3.09654930E-01,+3.24159300E-01,+3.65380110E-01,+3.11131250E-01,+3.22674210E-01,+3.10105720E-01,+3.69283700E-01,+3.72585140E-01,+3.09000130E-01,+3.10186890E-01,+3.25773850E-01,+3.35457680E-01,+3.22998870E-01,+3.10880080E-01,+3.15661130E-01,+3.32530270E-01,+3.30980460E-01,+3.12719450E-01,+3.18054400E-01,+3.10118890E-01,+3.26094120E-01,+3.60796490E-01,+3.24949010E-01,+3.14800130E-01,+3.03426070E-01,+3.23606500E-01,+3.22023790E-01,+3.30168810E-01,+2.98664770E-01,+3.12347630E-01,+3.46773610E-01,+3.32066310E-01,+3.15912300E-01,+2.88603610E-01,+3.44125870E-01,+3.82168080E-01,+3.18725650E-01,+2.87551750E-01,+2.96506230E-01,+3.59492370E-01,+3.32861510E-01,+3.12160070E-01,+2.93050120E-01,+3.26238900E-01,+3.29421880E-01,+3.04094050E-01
+2.92313050E-01,+3.05971810E-01,+3.49382940E-01,+3.64080380E-01,+3.02293060E-01,+3.12871910E-01,+3.12427690E-01,+3.54496320E-01,+3.30846650E-01,+3.15809200E-01,+3.10951370E-01,+3.16043920E-01,+3.00070900E-01,+3.19091990E-01,+3.28849340E-01,+4.14312660E-01,+4.06643680E-01,+4.03443160E-01,+3.73391300E-01,+3.08984770E-01,+3.02275510E-01,+3.75078210E-01,+3.83939450E-01,+3.54235280E-01,+4.15472000E-01,+2.98671360E-01,+3.25478810E-01,+3.15847590E-01,+4.36944520E-01,+4.41532530E-01,+3.71254690E-01,+4.72328040E-01,+3.06509250E-01,+2.98347790E-01,+3.01120560E-01,+4.03601100E-01,+3.18804620E-01,+3.06941400E-01,+3.20286430E-01,+3.47630220E-01,+3.21811010E-01,+3.04663300E-01,+3.51984600E-01,+3.26173090E-01,+3.26966100E-01,+3.01530770E-01,+3.10553230E-01,+3.22115920E-01,+3.26995710E-01,+2.97073290E-01,+3.39405150E-01,+3.77903640E-01,+3.31872180E-01,+3.29902290E-01,+2.89269380E-01,+3.17059580E-01,+3.27558380E-01,+3.22237670E-01,+3.01209400E-01,+3.09724030E-01,+3.22127990E-01,+3.15262990E-01,+2.90916800E-01,+2.93449360E-01,+3.75548750E-01,+3.50996370E-01,+3.01564770E-01,+2.93033670E-01,+3.08181900E-01,+3.27593480E-01,+3.59177590E-01,+3.03458980E-01,+3.02060530E-01,+3.16228190E-01,+3.14427200E-01,+3.01166620E-01,+3.00073090E-01,+3.10932730E-01,+3.12712870E-01,+3.21220920E-01,+3.08982580E-01,+3.21322920E-01,+3.00327560E-01,+3.43849470E-01,+3.64771370E-01,+3.14983300E-01,+3.38087870E-01,+2.87167870E-01,+3.37192870E-01,+3.37410040E-01,+3.29982350E-01,+3.03451300E-01,+3.23291720E-01,+3.44670990E-01,+3.40050080E-01,+3.06679260E-01,+2.97550400E-01,+3.59563670E-01,+3.88618510E-01,+3.09782160E-01
+3.05525400E-01,+2.97067800E-01,+3.58962610E-01,+3.41180910E-01,+3.00999910E-01,+2.94801770E-01,+3.19032760E-01,+3.85825980E-01,+3.07680650E-01,+3.04144500E-01,+3.61772660E-01,+3.52965160E-01,+3.01066810E-01,+3.09421310E-01,+3.94651030E-01,+3.40642370E-01,+3.12383820E-01,+4.10293910E-01,+3.22526140E-01,+3.39700200E-01,+3.08616240E-01,+3.14431590E-01,+3.44413240E-01,+3.14666320E-01,+3.60253570E-01,+3.05923550E-01,+3.44749960E-01,+3.26418780E-01,+3.66395760E-01,+3.16915900E-01,+3.14157380E-01,+3.42827230E-01,+4.39571400E-01,+3.39767100E-01,+3.37172030E-01,+3.23875230E-01,+3.58341810E-01,+3.39985370E-01,+3.13150500E-01,+3.32938290E-01,+3.37121570E-01,+3.50911910E-01,+3.14794640E-01,+3.30255460E-01,+3.15660040E-01,+3.36444830E-01,+3.48542780E-01,+3.54790270E-01,+3.53674800E-01,+3.85283050E-01,+3.67298460E-01,+3.86400710E-01,+3.55422040E-01,+3.39494000E-01,+3.07442640E-01,+3.43532490E-01,+3.24378670E-01,+3.45612060E-01,+3.03424980E-01,+3.12915780E-01,+3.51367090E-01,+3.39179210E-01,+3.07198050E-01,+2.95289860E-01,+3.29319870E-01,+3.85770040E-01,+3.20160290E-01,+3.01909170E-01,+3.09733900E-01,+3.46261390E-01,+3.41817060E-01,+3.00368140E-01,+2.99383190E-01,+3.23160100E-01,+3.58582010E-01,+3.07275930E-01,+3.04986860E-01,+3.17090290E-01,+3.64860210E-01,+3.70752350E-01,+3.06662800E-01,+3.19897060E-01,+3.10763820E-01,+3.22829950E-01,+3.19835630E-01,+4.06696330E-01,+3.84174170E-01,+3.96091160E-01,+3.14383330E-01,+3.14580760E-01,+3.24012330E-01,+3.10375540E-01,+3.02546420E-01,+3.18758560E-01,+3.24707710E-01,+3.14521530E-01,+3.69580940E-01,+3.14351520E-01,+3.29640150E-01,+3.28430350E-01
+3.32111280E-01,+3.06412730E-01,+3.05708570E-01,+3.47864940E-01,+3.03992030E-01,+3.06973200E-01,+3.20756960E-01,+3.73056770E-01,+3.13346830E-01,+3.03337230E-01,+3.79223120E-01,+3.34628490E-01,+3.17418240E-01,+3.13195470E-01,+3.30998010E-01,+3.33212490E-01,+3.06020070E-01,+3.22731240E-01,+3.67557310E-01,+3.22972540E-01,+3.19600910E-01,+3.06124260E-01,+3.26549300E-01,+3.23103060E-01,+3.22824470E-01,+2.91661540E-01,+3.10100240E-01,+3.80156510E-01,+3.29154250E-01,+3.10270250E-01,+3.08090860E-01,+3.37109510E-01,+3.70674470E-01,+3.13470770E-01,+3.08629400E-01,+3.05692120E-01,+3.54307670E-01,+3.20268880E-01,+3.05955350E-01,+3.01860910E-01,+3.26156640E-01,+3.63372930E-01,+3.05211710E-01,+3.07399870E-01,+3.17805420E-01,+3.37990250E-01,+3.56068070E-01,+3.20441080E-01,+3.25006050E-01,+3.37233450E-01,+4.10395910E-01,+3.55009640E-01,+3.49365390E-01,+3.16393810E-01,+3.08988060E-01,+3.31230540E-01,+3.32858220E-01,+3.14260480E-01,+2.98269920E-01,+3.42396180E-01,+3.97398570E-01,+3.60935790E-01,+3.08838900E-01,+2.92988700E-01,+3.14960260E-01,+3.47138850E-01,+3.19787370E-01,+3.09574860E-01,+3.00135610E-01,+3.48830150E-01,+3.18736620E-01,+2.93981350E-01,+2.91387340E-01,+3.20770120E-01,+4.01836310E-01,+3.05970710E-01,+2.89369190E-01,+3.04139020E-01,+3.59701870E-01,+3.27009970E-01,+3.01893820E-01,+3.16913700E-01,+3.87792580E-01,+3.12613060E-01,+3.01626190E-01,+3.83444780E-01,+3.40959350E-01,+3.14388810E-01,+3.02117570E-01,+3.66914560E-01,+3.39503870E-01,+3.33633670E-01,+3.34919150E-01,+3.24100070E-01,+3.28587200E-01,+3.31649520E-01,+4.18220640E-01,+4.05162970E-01,+3.52994780E-01,+4.00007910E-01
+3.23606500E-01,+3.23803930E-01,+3.16798540E-01,+3.62634770E-01,+3.22213540E-01,+3.23616380E-01,+3.62411010E-01,+4.23133340E-01,+3.85456350E-01,+3.16051600E-01,+2.97438530E-01,+3.21643190E-01,+3.26386980E-01,+3.43448040E-01,+3.08056860E-01,+3.45797430E-01,+3.16186510E-01,+3.41926740E-01,+3.22695050E-01,+3.31316090E-01,+3.52220420E-01,+3.20740510E-01,+3.08455010E-01,+3.03785830E-01,+3.22992280E-01,+3.01151270E-01,+3.15374860E-01,+3.58236510E-01,+3.32620210E-01,+3.19678790E-01,+2.87844610E-01,+3.46602500E-01,+3.26157740E-01,+3.57587190E-01,+3.05643860E-01,+3.12912490E-01,+3.77503300E-01,+3.38314910E-01,+3.00934100E-01,+2.91955490E-01,+3.25829790E-01,+3.81525340E-01,+3.13102240E-01,+2.96473330E-01,+3.10701300E-01,+3.68217590E-01,+3.11471270E-01,+3.23259910E-01,+3.02504740E-01,+3.22548070E-01,+3.70005410E-01,+3.13033140E-01,+3.10702390E-01,+3.20214040E-01,+3.18526030E-01,+3.72741980E-01,+3.15593130E-01,+3.32681630E-01,+3.22267290E-01,+3.43846180E-01,+3.55707210E-01,+3.30764390E-01,+3.20976330E-01,+2.98732780E-01,+3.44168650E-01,+3.22453750E-01,+3.48456130E-01,+3.09952170E-01,+3.30742450E-01,+3.30935490E-01,+4.42782900E-01,+3.52918000E-01,+3.54009330E-01,+3.19039340E-01,+3.41683250E-01,+3.93762600E-01,+3.15165370E-01,+3.21782490E-01,+3.86734150E-01,+3.61558780E-01,+3.32458980E-01,+3.09690030E-01,+3.68447930E-01,+3.27130620E-01,+3.11805800E-01,+3.71999430E-01,+4.84277920E-01,+3.62628180E-01,+3.58229930E-01,+3.61556590E-01,+3.40484430E-01,+3.16218320E-01,+2.99603650E-01,+3.43425000E-01,+3.48683170E-01,+3.41135940E-01,+3.25806760E-01,+3.03954740E-01,+3.39840590E-01,+3.44443950E-01
+3.23948710E-01,+2.89579780E-01,+3.16444260E-01,+3.83693760E-01,+3.70761120E-01,+3.43022470E-01,+2.93552460E-01,+3.26805960E-01,+3.72852760E-01,+3.17999550E-01,+2.96549010E-01,+3.23932260E-01,+3.65665280E-01,+3.16614270E-01,+2.95092430E-01,+3.01549410E-01,+3.29228840E-01,+3.47629130E-01,+3.18060980E-01,+3.03237420E-01,+3.22991190E-01,+3.33635860E-01,+3.87360430E-01,+3.37281710E-01,+3.46157190E-01,+3.33372630E-01,+3.40667590E-01,+3.33224560E-01,+3.44137940E-01,+3.37641470E-01,+3.04529490E-01,+3.33720320E-01,+3.17544370E-01,+3.17757160E-01,+3.18927470E-01,+3.08380420E-01,+3.79471000E-01,+3.28530160E-01,+3.28318480E-01,+2.97344200E-01,+3.80035860E-01,+3.49460820E-01,+3.11032540E-01,+3.23201780E-01,+3.33191650E-01,+3.59281780E-01,+3.56313760E-01,+3.13114300E-01,+3.04718140E-01,+3.26304710E-01,+3.58036890E-01,+3.00202520E-01,+3.40646750E-01,+3.98724630E-01,+3.33007390E-01,+3.12626220E-01,+3.13350120E-01,+3.51675300E-01,+3.47428410E-01,+2.95612320E-01,+4.06728140E-01,+3.79489640E-01,+3.60819530E-01,+3.26691890E-01,+4.00555230E-01,+3.92065820E-01,+3.55731340E-01,+3.76935130E-01,+3.08644760E-01,+3.25861600E-01,+3.18607190E-01,+3.91887040E-01,+3.15872820E-01,+3.11146610E-01,+3.65098220E-01,+3.58670850E-01,+2.99701270E-01,+2.90860860E-01,+3.13342440E-01,+3.43977800E-01,+3.17502700E-01,+3.04128050E-01,+3.34837980E-01,+4.14635130E-01,+4.34241950E-01,+3.37258670E-01,+3.61759500E-01,+3.13910600E-01,+3.30708450E-01,+4.33427010E-01,+4.69900760E-01,+3.60449900E-01,+3.41139230E-01,+3.36154180E-01,+3.11552430E-01,+3.43741980E-01,+3.25544620E-01,+3.00199230E-01,+3.76346130E-01,+3.23561530E-01
+3.36082880E-01,+3.07632390E-01,+3.03047670E-01,+3.91915560E-01,+3.32181480E-01,+3.18529320E-01,+2.97299230E-01,+3.34612040E-01,+3.68434760E-01,+3.40888060E-01,+3.07243020E-01,+3.07326380E-01,+3.98198150E-01,+3.41217100E-01,+3.47636800E-01,+2.98056040E-01,+3.31823920E-01,+3.89808560E-01,+3.19255420E-01,+3.08621730E-01,+3.18747590E-01,+3.49011120E-01,+3.33178490E-01,+3.32420590E-01,+3.07269350E-01,+3.36903300E-01,+3.36665290E-01,+3.21172660E-01,+3.29344000E-01,+3.46820770E-01,+3.16084510E-01,+3.62101710E-01,+3.31278800E-01,+3.35966620E-01,+3.04799300E-01,+3.09853460E-01,+3.80140060E-01,+3.69575460E-01,+3.28798880E-01,+3.73352910E-01,+3.11577660E-01,+3.27737160E-01,+3.40229960E-01,+3.22686270E-01,+3.35380910E-01,+3.12124970E-01,+3.90146390E-01,+3.11970320E-01,+3.08311330E-01,+3.30692000E-01,+3.32548920E-01,+3.19452840E-01,+2.97878350E-01,+3.69123570E-01,+3.30391470E-01,+3.09819450E-01,+3.71397280E-01,+3.24555250E-01,+3.31159240E-01,+3.39734200E-01,+3.54479870E-01,+3.13188890E-01,+3.29064320E-01,+3.23237970E-01,+2.98685610E-01,+3.22753180E-01,+3.40685140E-01,+3.12255490E-01,+3.05827030E-01,+3.06516930E-01,+3.96966420E-01,+3.31585910E-01,+3.19482460E-01,+3.08812570E-01,+3.46003630E-01,+3.29065410E-01,+3.37084280E-01,+3.01045970E-01,+3.26675440E-01,+3.60197630E-01,+3.36685040E-01,+2.97162130E-01,+3.03804480E-01,+3.21830750E-01,+3.85617580E-01,+4.28818160E-01,+3.42321600E-01,+3.46148420E-01,+3.61502850E-01,+3.25753010E-01,+3.07145400E-01,+3.06012390E-01,+3.13333670E-01,+3.52322420E-01,+2.99265830E-01,+3.11620430E-01,+3.24468610E-01,+3.07551230E-01,+3.56926910E-01,+3.19802730E-01
+3.10007010E-01,+3.00150970E-01,+3.03815450E-01,+3.40470170E-01,+3.89481710E-01,+3.32105800E-01,+3.51629230E-01,+3.86725370E-01,+4.37621260E-01,+3.51474580E-01,+3.02539840E-01,+2.97018450E-01,+3.77836730E-01,+3.26052440E-01,+3.00249680E-01,+2.90571300E-01,+3.25883530E-01,+3.59236810E-01,+3.08982580E-01,+2.86487840E-01,+3.00993330E-01,+3.72561000E-01,+3.16787570E-01,+2.96383390E-01,+3.45193080E-01,+3.55779600E-01,+3.32420590E-01,+3.24734040E-01,+3.23750190E-01,+3.40311130E-01,+3.17969940E-01,+3.18551260E-01,+3.09547440E-01,+3.41939910E-01,+3.12341050E-01,+3.40097250E-01,+3.05959740E-01,+3.18471190E-01,+3.31877660E-01,+3.37215900E-01,+3.12675580E-01,+3.16960870E-01,+3.97884460E-01,+3.16276450E-01,+3.10923950E-01,+3.02486100E-01,+3.65128940E-01,+3.30263140E-01,+2.94654800E-01,+2.93684110E-01,+3.27181070E-01,+3.28622300E-01,+2.91740510E-01,+2.93473490E-01,+3.08671080E-01,+3.48966150E-01,+3.19500010E-01,+3.07426190E-01,+3.26234520E-01,+3.37431970E-01,+3.67362070E-01,+3.07812270E-01,+3.22432910E-01,+3.12239040E-01,+3.19988090E-01,+3.49502500E-01,+3.09654930E-01,+3.15280540E-01,+3.09205230E-01,+3.05867610E-01,+3.18434990E-01,+3.21953590E-01,+3.05784250E-01,+3.02130730E-01,+3.52165580E-01,+3.32316390E-01,+3.35091350E-01,+3.12857650E-01,+3.03684920E-01,+3.91827810E-01,+3.25887920E-01,+2.93845340E-01,+3.23246750E-01,+3.18719070E-01,+3.39057460E-01,+3.10309730E-01,+2.95001390E-01,+2.96867090E-01,+3.83573110E-01,+3.21172660E-01,+3.10984280E-01,+3.05015380E-01,+3.25646620E-01,+4.23852850E-01,+3.12785260E-01,+3.15510870E-01,+3.08986970E-01,+3.22482260E-01,+3.65240810E-01,+3.26233420E-01
