-1.27438000E-03,-1.36322000E-03,-1.53540000E-03,-1.39502000E-03,-1.25574000E-03,-1.33799000E-03,-1.49263000E-03,-1.43340000E-03,-1.42024000E-03,-1.44328000E-03,-1.59243000E-03,-1.44986000E-03,-1.29193000E-03,-1.32044000E-03,-1.46302000E-03,-1.49482000E-03,-1.29412000E-03,-1.29741000E-03,-1.44218000E-03,-1.50798000E-03,-1.32702000E-03,-1.29741000E-03,-1.41037000E-03,-1.54966000E-03,-1.46192000E-03,-1.27877000E-03,-1.37528000E-03,-1.53979000E-03,-1.38296000E-03,-1.25683000E-03,-1.36431000E-03,-1.48934000E-03,-1.41805000E-03,-1.27328000E-03,-1.33031000E-03,-1.58146000E-03,-1.43779000E-03,-1.27767000E-03,-1.31496000E-03,-1.46740000E-03,-1.47837000E-03,-1.31277000E-03,-1.30290000E-03,-1.44657000E-03,-1.50579000E-03,-1.32373000E-03,-1.38405000E-03,-1.42682000E-03,-1.52334000E-03,-1.34128000E-03,-1.27328000E-03,-1.39283000E-03,-1.50359000E-03,-1.36870000E-03,-1.26670000E-03,-1.36212000E-03,-1.49921000E-03,-1.50469000E-03,-1.26012000E-03,-1.34896000E-03,-1.50140000E-03,-1.43560000E-03,-1.28754000E-03,-1.46740000E-03,-1.58914000E-03,-1.51237000E-03,-1.29303000E-03,-1.30290000E-03,-1.45095000E-03,-1.49263000E-03,-1.32922000E-03,-1.30180000E-03,-1.41257000E-03,-1.52992000E-03,-1.36541000E-03,-1.28645000E-03,-1.39612000E-03,-1.52224000E-03,-1.36651000E-03,-1.29522000E-03
-1.37199000E-03,-1.50908000E-03,-1.40379000E-03,-1.26890000E-03,-1.42792000E-03,-1.48495000E-03,-1.42682000E-03,-1.25793000E-03,-1.33141000E-03,-1.48276000E-03,-1.44437000E-03,-1.27657000E-03,-1.31277000E-03,-1.46960000E-03,-1.48824000E-03,-1.37967000E-03,-1.28974000E-03,-1.43121000E-03,-1.51456000E-03,-1.33360000E-03,-1.30070000E-03,-1.40818000E-03,-1.52663000E-03,-1.37199000E-03,-1.26890000E-03,-1.36980000E-03,-1.61327000E-03,-1.41257000E-03,-1.26232000E-03,-1.34238000E-03,-1.50030000E-03,-1.49592000E-03,-1.29083000E-03,-1.32483000E-03,-1.46631000E-03,-1.45863000E-03,-1.27767000E-03,-1.34018000E-03,-1.47618000E-03,-1.47508000E-03,-1.30180000E-03,-1.30399000E-03,-1.50908000E-03,-1.62752000E-03,-1.43560000E-03,-1.28535000E-03,-1.41915000E-03,-1.53321000E-03,-1.37418000E-03,-1.27438000E-03,-1.37638000E-03,-1.51346000E-03,-1.38734000E-03,-1.31715000E-03,-1.35225000E-03,-1.49263000E-03,-1.42573000E-03,-1.26561000E-03,-1.33470000E-03,-1.47618000E-03,-1.51566000E-03,-1.28206000E-03,-1.31277000E-03,-1.46521000E-03,-1.55404000E-03,-1.31715000E-03,-1.29412000E-03,-1.43999000E-03,-1.50250000E-03,-1.32154000E-03,-1.27548000E-03,-1.39721000E-03,-1.53650000E-03,-1.38405000E-03,-1.27548000E-03,-1.39392000E-03,-1.50469000E-03,-1.38515000E-03,-1.26999000E-03,-1.36651000E-03
-1.58256000E-03,-1.41476000E-03,-1.25683000E-03,-1.32154000E-03,-1.49592000E-03,-1.46631000E-03,-1.26999000E-03,-1.31167000E-03,-1.46302000E-03,-1.47508000E-03,-1.29193000E-03,-1.38625000E-03,-1.43560000E-03,-1.52663000E-03,-1.32812000E-03,-1.28535000E-03,-1.39612000E-03,-1.73939000E-03,-1.48385000E-03,-1.36651000E-03,-1.38076000E-03,-1.51456000E-03,-1.37747000E-03,-1.26999000E-03,-1.34676000E-03,-1.50250000E-03,-1.42353000E-03,-1.26780000E-03,-1.32483000E-03,-1.47947000E-03,-1.44218000E-03,-1.25903000E-03,-1.34347000E-03,-1.52334000E-03,-1.47289000E-03,-1.30070000E-03,-1.29961000E-03,-1.44437000E-03,-1.52992000E-03,-1.32702000E-03,-1.28754000E-03,-1.41257000E-03,-1.52772000E-03,-1.36322000E-03,-1.34238000E-03,-1.38954000E-03,-1.52882000E-03,-1.39173000E-03,-1.27986000E-03,-1.44766000E-03,-1.50688000E-03,-1.41366000E-03,-1.28535000E-03,-1.32483000E-03,-1.47069000E-03,-1.44218000E-03,-1.27438000E-03,-1.31386000E-03,-1.46082000E-03,-1.47618000E-03,-1.40818000E-03,-1.30838000E-03,-1.44657000E-03,-1.51127000E-03,-1.34567000E-03,-1.30070000E-03,-1.40489000E-03,-1.52663000E-03,-1.36870000E-03,-1.28096000E-03,-1.38844000E-03,-1.60449000E-03,-1.38186000E-03,-1.26012000E-03,-1.33689000E-03,-1.49263000E-03,-1.42134000E-03,-1.33799000E-03,-1.31386000E-03,-1.48166000E-03
-1.44547000E-03,-1.27109000E-03,-1.31386000E-03,-1.45534000E-03,-1.48056000E-03,-1.29632000E-03,-1.28425000E-03,-1.46960000E-03,-1.51456000E-03,-1.33470000E-03,-1.28206000E-03,-1.39612000E-03,-1.53101000E-03,-1.41915000E-03,-1.27438000E-03,-1.36870000E-03,-1.50908000E-03,-1.39283000E-03,-1.36102000E-03,-1.36212000E-03,-1.48166000E-03,-1.42024000E-03,-1.25464000E-03,-1.31606000E-03,-1.47398000E-03,-1.45753000E-03,-1.27986000E-03,-1.30619000E-03,-1.46082000E-03,-1.57269000E-03,-1.32044000E-03,-1.32593000E-03,-1.44657000E-03,-1.50908000E-03,-1.34128000E-03,-1.27438000E-03,-1.40050000E-03,-1.52882000E-03,-1.37638000E-03,-1.26451000E-03,-1.42682000E-03,-1.50140000E-03,-1.41037000E-03,-1.26012000E-03,-1.35005000E-03,-1.48824000E-03,-1.45205000E-03,-1.26999000E-03,-1.31606000E-03,-1.47508000E-03,-1.45534000E-03,-1.47179000E-03,-1.41805000E-03,-1.56062000E-03,-1.49153000E-03,-1.31606000E-03,-1.32264000E-03,-1.43669000E-03,-1.52224000E-03,-1.33141000E-03,-1.28096000E-03,-1.39283000E-03,-1.51895000E-03,-1.38186000E-03,-1.27438000E-03,-1.37857000E-03,-1.51895000E-03,-1.48605000E-03,-1.26780000E-03,-1.33031000E-03,-1.48056000E-03,-1.43560000E-03,-1.25903000E-03,-1.31935000E-03,-1.47069000E-03,-1.46960000E-03,-1.28096000E-03,-1.30180000E-03,-1.55404000E-03,-1.52005000E-03
-1.30728000E-03,-1.29193000E-03,-1.42024000E-03,-1.53321000E-03,-1.36980000E-03,-1.26890000E-03,-1.38186000E-03,-1.50908000E-03,-1.38076000E-03,-1.31606000E-03,-1.37199000E-03,-1.48824000E-03,-1.41695000E-03,-1.26890000E-03,-1.37089000E-03,-1.47179000E-03,-1.44218000E-03,-1.26890000E-03,-1.32264000E-03,-1.46631000E-03,-1.50250000E-03,-1.31277000E-03,-1.29522000E-03,-1.43999000E-03,-1.50469000E-03,-1.36980000E-03,-1.27986000E-03,-1.40928000E-03,-1.53321000E-03,-1.35883000E-03,-1.28425000E-03,-1.45863000E-03,-1.51456000E-03,-1.39941000E-03,-1.26890000E-03,-1.34786000E-03,-1.50579000E-03,-1.45315000E-03,-1.27109000E-03,-1.31935000E-03,-1.46521000E-03,-1.45095000E-03,-1.27657000E-03,-1.31277000E-03,-1.46740000E-03,-1.49701000E-03,-1.30619000E-03,-1.34567000E-03,-1.42463000E-03,-1.51895000E-03,-1.33031000E-03,-1.34238000E-03,-1.43450000E-03,-1.51895000E-03,-1.36212000E-03,-1.27986000E-03,-1.38625000E-03,-1.52772000E-03,-1.44657000E-03,-1.25135000E-03,-1.34567000E-03,-1.48714000E-03,-1.42792000E-03,-1.28974000E-03,-1.32044000E-03,-1.49372000E-03,-1.45863000E-03,-1.26890000E-03,-1.31277000E-03,-1.46192000E-03,-1.52443000E-03,-1.30070000E-03,-1.28315000E-03,-1.42463000E-03,-1.60888000E-03,-1.34896000E-03,-1.28096000E-03,-1.40599000E-03,-1.52772000E-03,-1.35883000E-03
-1.27657000E-03,-1.36980000E-03,-1.51785000E-03,-1.39612000E-03,-1.28974000E-03,-1.42902000E-03,-1.60120000E-03,-1.54417000E-03,-1.31606000E-03,-1.31935000E-03,-1.47508000E-03,-1.45644000E-03,-1.29522000E-03,-1.30619000E-03,-1.44986000E-03,-1.49153000E-03,-1.31715000E-03,-1.30180000E-03,-1.45315000E-03,-1.52882000E-03,-1.34018000E-03,-1.32044000E-03,-1.38734000E-03,-1.52992000E-03,-1.39283000E-03,-1.26670000E-03,-1.35883000E-03,-1.53979000E-03,-1.39502000E-03,-1.26341000E-03,-1.32483000E-03,-1.48166000E-03,-1.47947000E-03,-1.26999000E-03,-1.30948000E-03,-1.47398000E-03,-1.46192000E-03,-1.30070000E-03,-1.29412000E-03,-1.45424000E-03,-1.49153000E-03,-1.31606000E-03,-1.30070000E-03,-1.52005000E-03,-1.52114000E-03,-1.33799000E-03,-1.27877000E-03,-1.40489000E-03,-1.51237000E-03,-1.37528000E-03,-1.26670000E-03,-1.40050000E-03,-1.49372000E-03,-1.41037000E-03,-1.33031000E-03,-1.34457000E-03,-1.51346000E-03,-1.41915000E-03,-1.26999000E-03,-1.31935000E-03,-1.69771000E-03,-1.57488000E-03,-1.39831000E-03,-1.30619000E-03,-1.46192000E-03,-1.49482000E-03,-1.30948000E-03,-1.29522000E-03,-1.44657000E-03,-1.50250000E-03,-1.33360000E-03,-1.28096000E-03,-1.40708000E-03,-1.52005000E-03,-1.35992000E-03,-1.28096000E-03,-1.37199000E-03,-1.51675000E-03,-1.38844000E-03,-1.26012000E-03
-1.34457000E-03,-1.58804000E-03,-1.42024000E-03,-1.28754000E-03,-1.34238000E-03,-1.46740000E-03,-1.43999000E-03,-1.26999000E-03,-1.32044000E-03,-1.48605000E-03,-1.48056000E-03,-1.30180000E-03,-1.39173000E-03,-1.43121000E-03,-1.50030000E-03,-1.34786000E-03,-1.28315000E-03,-1.40050000E-03,-1.52992000E-03,-1.36212000E-03,-1.27219000E-03,-1.37309000E-03,-1.51127000E-03,-1.50030000E-03,-1.26670000E-03,-1.36760000E-03,-1.49811000E-03,-1.41915000E-03,-1.26012000E-03,-1.32922000E-03,-1.48166000E-03,-1.44986000E-03,-1.26890000E-03,-1.31057000E-03,-1.55185000E-03,-1.47947000E-03,-1.28864000E-03,-1.30728000E-03,-1.43560000E-03,-1.55404000E-03,-1.33909000E-03,-1.29303000E-03,-1.41476000E-03,-1.52772000E-03,-1.34786000E-03,-1.27767000E-03,-1.38296000E-03,-1.52334000E-03,-1.36870000E-03,-1.26232000E-03,-1.40928000E-03,-1.50250000E-03,-1.41586000E-03,-1.26561000E-03,-1.32812000E-03,-1.47618000E-03,-1.47727000E-03,-1.28096000E-03,-1.30070000E-03,-1.46740000E-03,-1.46411000E-03,-1.37199000E-03,-1.31935000E-03,-1.44437000E-03,-1.49153000E-03,-1.31935000E-03,-1.28535000E-03,-1.43121000E-03,-1.52663000E-03,-1.34676000E-03,-1.29083000E-03,-1.39063000E-03,-1.60559000E-03,-1.37747000E-03,-1.27877000E-03,-1.37967000E-03,-1.50250000E-03,-1.44218000E-03,-1.27219000E-03,-1.33360000E-03
-1.48934000E-03,-1.42792000E-03,-1.27109000E-03,-1.37089000E-03,-1.47508000E-03,-1.45534000E-03,-1.28974000E-03,-1.30838000E-03,-1.47727000E-03,-1.50908000E-03,-1.31496000E-03,-1.28315000E-03,-1.40928000E-03,-1.51895000E-03,-1.65384000E-03,-1.39173000E-03,-1.44437000E-03,-1.53430000E-03,-1.36980000E-03,-1.27877000E-03,-1.37857000E-03,-1.50688000E-03,-1.39941000E-03,-1.26341000E-03,-1.33031000E-03,-1.49153000E-03,-1.41915000E-03,-1.26780000E-03,-1.32373000E-03,-1.48714000E-03,-1.52663000E-03,-1.27548000E-03,-1.29851000E-03,-1.45424000E-03,-1.47289000E-03,-1.30728000E-03,-1.28754000E-03,-1.42902000E-03,-1.50579000E-03,-1.33470000E-03,-1.29522000E-03,-1.49592000E-03,-1.53101000E-03,-1.35992000E-03,-1.26890000E-03,-1.37747000E-03,-1.51456000E-03,-1.39502000E-03,-1.26670000E-03,-1.34238000E-03,-1.49153000E-03,-1.42463000E-03,-1.35444000E-03,-1.32593000E-03,-1.47618000E-03,-1.45863000E-03,-1.27438000E-03,-1.37747000E-03,-1.45753000E-03,-1.48605000E-03,-1.29851000E-03,-1.30180000E-03,-1.43560000E-03,-1.51895000E-03,-1.36431000E-03,-1.27109000E-03,-1.39831000E-03,-1.51895000E-03,-1.44328000E-03,-1.25793000E-03,-1.36541000E-03,-1.50030000E-03,-1.40599000E-03,-1.26670000E-03,-1.46631000E-03,-1.50579000E-03,-1.45863000E-03,-1.26890000E-03,-1.31277000E-03,-1.47618000E-03
-1.45644000E-03,-1.27986000E-03,-1.30948000E-03,-1.45315000E-03,-1.50798000E-03,-1.31057000E-03,-1.28206000E-03,-1.42792000E-03,-1.51785000E-03,-1.34896000E-03,-1.33580000E-03,-1.39941000E-03,-1.52992000E-03,-1.37967000E-03,-1.27438000E-03,-1.39063000E-03,-1.50469000E-03,-1.39392000E-03,-1.26890000E-03,-1.33470000E-03,-1.47947000E-03,-1.48714000E-03,-1.25574000E-03,-1.31057000E-03,-1.46411000E-03,-1.46411000E-03,-1.33909000E-03,-1.30070000E-03,-1.44876000E-03,-1.49921000E-03,-1.31277000E-03,-1.30838000E-03,-1.45205000E-03,-1.52114000E-03,-1.34786000E-03,-1.28535000E-03,-1.38296000E-03,-1.60998000E-03,-1.37638000E-03,-1.26670000E-03,-1.35225000E-03,-1.50030000E-03,-1.40928000E-03,-1.28864000E-03,-1.33470000E-03,-1.47727000E-03,-1.44766000E-03,-1.26780000E-03,-1.44876000E-03,-1.47727000E-03,-1.46850000E-03,-1.28425000E-03,-1.30070000E-03,-1.44986000E-03,-1.49811000E-03,-1.31935000E-03,-1.28425000E-03,-1.41805000E-03,-1.53430000E-03,-1.37089000E-03,-1.27438000E-03,-1.38405000E-03,-1.50359000E-03,-1.38625000E-03,-1.33689000E-03,-1.35773000E-03,-1.50250000E-03,-1.41257000E-03,-1.26012000E-03,-1.33251000E-03,-1.48934000E-03,-1.43560000E-03,-1.27328000E-03,-1.31606000E-03,-1.44986000E-03,-1.54198000E-03,-1.28754000E-03,-1.30399000E-03,-1.48056000E-03,-1.49372000E-03
-1.33031000E-03,-1.29412000E-03,-1.40818000E-03,-1.54088000E-03,-1.34676000E-03,-1.27767000E-03,-1.47179000E-03,-1.51675000E-03,-1.37528000E-03,-1.27109000E-03,-1.37638000E-03,-1.49701000E-03,-1.40489000E-03,-1.25903000E-03,-1.32264000E-03,-1.47179000E-03,-1.44437000E-03,-1.32373000E-03,-1.31057000E-03,-1.45753000E-03,-1.47069000E-03,-1.29741000E-03,-1.32373000E-03,-1.45753000E-03,-1.50030000E-03,-1.32373000E-03,-1.28754000E-03,-1.40928000E-03,-1.73829000E-03,-1.46192000E-03,-1.35334000E-03,-1.37309000E-03,-1.51237000E-03,-1.39063000E-03,-1.27548000E-03,-1.35444000E-03,-1.49153000E-03,-1.41805000E-03,-1.26890000E-03,-1.32812000E-03,-1.47289000E-03,-1.44876000E-03,-1.26341000E-03,-1.31277000E-03,-1.54088000E-03,-1.51346000E-03,-1.30728000E-03,-1.29083000E-03,-1.43889000E-03,-1.49592000E-03,-1.33470000E-03,-1.29083000E-03,-1.41147000E-03,-1.52772000E-03,-1.34896000E-03,-1.35663000E-03,-1.38186000E-03,-1.52882000E-03,-1.39283000E-03,-1.26232000E-03,-1.34238000E-03,-1.48824000E-03,-1.42353000E-03,-1.26341000E-03,-1.33141000E-03,-1.46850000E-03,-1.54417000E-03,-1.26890000E-03,-1.31277000E-03,-1.45753000E-03,-1.48495000E-03,-1.31496000E-03,-1.30070000E-03,-1.42244000E-03,-1.50469000E-03,-1.33689000E-03,-1.27657000E-03,-1.41586000E-03,-1.52443000E-03,-1.37528000E-03
